年,月,日,都道府県,PCR検査陽性者数,PCR検査人数,陽性率,検査人数の集計期間に対応する陽性者数
2020,3,11,北海道,118,1069,,
2020,3,11,青森県,0,58,,
2020,3,11,岩手県,0,20,,
2020,3,11,宮城県,1,94,,
2020,3,11,秋田県,2,40,,
2020,3,11,山形県,0,96,,
2020,3,11,福島県,1,93,,
2020,3,11,茨城県,0,302,,
2020,3,11,栃木県,2,170,,
2020,3,11,群馬県,1,81,,
2020,3,11,埼玉県,12,264,,
2020,3,11,千葉県,25,,,
2020,3,11,東京都,79,922,,
2020,3,11,神奈川県,43,,,
2020,3,11,新潟県,11,,,
2020,3,11,富山県,0,44,,
2020,3,11,石川県,7,134,,
2020,3,11,福井県,0,71,,
2020,3,11,山梨県,2,236,,
2020,3,11,長野県,3,231,,
2020,3,11,岐阜県,2,201,,
2020,3,11,静岡県,2,,,
2020,3,11,愛知県,104,274,,
2020,3,11,三重県,2,155,,
2020,3,11,滋賀県,1,88,,
2020,3,11,京都府,15,440,,
2020,3,11,大阪府,81,,,
2020,3,11,兵庫県,35,443,,
2020,3,11,奈良県,8,102,,
2020,3,11,和歌山県,14,982,,
2020,3,11,鳥取県,0,82,,
2020,3,11,島根県,0,64,,
2020,3,11,岡山県,0,125,,
2020,3,11,広島県,1,290,,
2020,3,11,山口県,3,113,,
2020,3,11,徳島県,1,62,,
2020,3,11,香川県,0,88,,
2020,3,11,愛媛県,2,149,,
2020,3,11,高知県,12,157,,
2020,3,11,福岡県,3,492,,
2020,3,11,佐賀県,0,47,,
2020,3,11,長崎県,0,133,,
2020,3,11,熊本県,6,,,
2020,3,11,大分県,1,137,,
2020,3,11,宮崎県,1,78,,
2020,3,11,鹿児島県,0,,,
2020,3,11,沖縄県,3,190,,
2020,3,12,北海道,128,1250,,
2020,3,12,青森県,0,66,,
2020,3,12,岩手県,0,22,,
2020,3,12,宮城県,1,100,,
2020,3,12,秋田県,2,92,,
2020,3,12,山形県,0,103,,
2020,3,12,福島県,1,100,,
2020,3,12,茨城県,0,342,,
2020,3,12,栃木県,2,193,,
2020,3,12,群馬県,1,103,,
2020,3,12,埼玉県,18,440,,
2020,3,12,千葉県,27,,,
2020,3,12,東京都,81,922,,
2020,3,12,神奈川県,43,,,
2020,3,12,新潟県,14,,,
2020,3,12,富山県,0,47,,
2020,3,12,石川県,7,144,,
2020,3,12,福井県,0,73,,
2020,3,12,山梨県,2,251,,
2020,3,12,長野県,3,245,,
2020,3,12,岐阜県,2,205,,
2020,3,12,静岡県,3,,,
2020,3,12,愛知県,111,1009,,
2020,3,12,三重県,7,181,,
2020,3,12,滋賀県,1,91,,
2020,3,12,京都府,17,544,,
2020,3,12,大阪府,90,,,
2020,3,12,兵庫県,43,540,,
2020,3,12,奈良県,8,113,,
2020,3,12,和歌山県,14,996,,
2020,3,12,鳥取県,0,86,,
2020,3,12,島根県,0,76,,
2020,3,12,岡山県,0,141,,
2020,3,12,広島県,1,376,,
2020,3,12,山口県,3,122,,
2020,3,12,徳島県,1,67,,
2020,3,12,香川県,0,91,,
2020,3,12,愛媛県,2,153,,
2020,3,12,高知県,12,221,,
2020,3,12,福岡県,3,509,,
2020,3,12,佐賀県,0,50,,
2020,3,12,長崎県,0,140,,
2020,3,12,熊本県,6,,,
2020,3,12,大分県,1,138,,
2020,3,12,宮崎県,1,97,,
2020,3,12,鹿児島県,0,,,
2020,3,12,沖縄県,3,196,,
2020,3,13,北海道,136,1322,,
2020,3,13,青森県,0,70,,
2020,3,13,岩手県,0,22,,
2020,3,13,宮城県,1,109,,
2020,3,13,秋田県,2,94,,
2020,3,13,山形県,0,110,,
2020,3,13,福島県,1,107,,
2020,3,13,茨城県,0,389,,
2020,3,13,栃木県,2,201,,
2020,3,13,群馬県,3,115,,
2020,3,13,埼玉県,21,440,,
2020,3,13,千葉県,29,,,
2020,3,13,東京都,83,922,,
2020,3,13,神奈川県,46,,,
2020,3,13,新潟県,14,,,
2020,3,13,富山県,0,49,,
2020,3,13,石川県,7,146,,
2020,3,13,福井県,0,74,,
2020,3,13,山梨県,2,267,,
2020,3,13,長野県,3,255,,
2020,3,13,岐阜県,2,227,,
2020,3,13,静岡県,3,,,
2020,3,13,愛知県,114,1103,,
2020,3,13,三重県,7,198,,
2020,3,13,滋賀県,1,99,,
2020,3,13,京都府,17,628,,
2020,3,13,大阪府,93,,,
2020,3,13,兵庫県,56,581,,
2020,3,13,奈良県,8,131,,
2020,3,13,和歌山県,14,1008,,
2020,3,13,鳥取県,0,93,,
2020,3,13,島根県,0,80,,
2020,3,13,岡山県,0,141,,
2020,3,13,広島県,1,423,,
2020,3,13,山口県,3,128,,
2020,3,13,徳島県,1,70,,
2020,3,13,香川県,0,98,,
2020,3,13,愛媛県,2,161,,
2020,3,13,高知県,12,229,,
2020,3,13,福岡県,3,522,,
2020,3,13,佐賀県,1,52,,
2020,3,13,長崎県,0,150,,
2020,3,13,熊本県,6,,,
2020,3,13,大分県,1,148,,
2020,3,13,宮崎県,1,113,,
2020,3,13,鹿児島県,0,,,
2020,3,13,沖縄県,3,198,,
2020,3,14,北海道,142,1322,,
2020,3,14,青森県,0,70,,
2020,3,14,岩手県,0,22,,
2020,3,14,宮城県,1,109,,
2020,3,14,秋田県,2,94,,
2020,3,14,山形県,0,110,,
2020,3,14,福島県,2,107,,
2020,3,14,茨城県,0,389,,
2020,3,14,栃木県,2,201,,
2020,3,14,群馬県,5,115,,
2020,3,14,埼玉県,28,440,,
2020,3,14,千葉県,31,,,
2020,3,14,東京都,93,922,,
2020,3,14,神奈川県,49,,,
2020,3,14,新潟県,14,,,
2020,3,14,富山県,0,49,,
2020,3,14,石川県,7,146,,
2020,3,14,福井県,0,74,,
2020,3,14,山梨県,2,267,,
2020,3,14,長野県,4,255,,
2020,3,14,岐阜県,2,227,,
2020,3,14,静岡県,3,,,
2020,3,14,愛知県,121,1103,,
2020,3,14,三重県,8,198,,
2020,3,14,滋賀県,1,99,,
2020,3,14,京都府,17,628,,
2020,3,14,大阪府,103,,,
2020,3,14,兵庫県,60,581,,
2020,3,14,奈良県,8,131,,
2020,3,14,和歌山県,14,1008,,
2020,3,14,鳥取県,0,93,,
2020,3,14,島根県,0,80,,
2020,3,14,岡山県,0,141,,
2020,3,14,広島県,1,423,,
2020,3,14,山口県,3,128,,
2020,3,14,徳島県,1,70,,
2020,3,14,香川県,0,98,,
2020,3,14,愛媛県,2,161,,
2020,3,14,高知県,12,229,,
2020,3,14,福岡県,3,522,,
2020,3,14,佐賀県,1,52,,
2020,3,14,長崎県,1,150,,
2020,3,14,熊本県,6,,,
2020,3,14,大分県,1,148,,
2020,3,14,宮崎県,1,113,,
2020,3,14,鹿児島県,0,,,
2020,3,14,沖縄県,3,198,,
2020,3,15,北海道,148,1322,,
2020,3,15,青森県,0,70,,
2020,3,15,岩手県,0,22,,
2020,3,15,宮城県,1,109,,
2020,3,15,秋田県,2,94,,
2020,3,15,山形県,0,110,,
2020,3,15,福島県,2,107,,
2020,3,15,茨城県,0,389,,
2020,3,15,栃木県,2,201,,
2020,3,15,群馬県,5,115,,
2020,3,15,埼玉県,28,440,,
2020,3,15,千葉県,31,,,
2020,3,15,東京都,96,922,,
2020,3,15,神奈川県,54,,,
2020,3,15,新潟県,14,,,
2020,3,15,富山県,0,49,,
2020,3,15,石川県,7,146,,
2020,3,15,福井県,0,74,,
2020,3,15,山梨県,2,267,,
2020,3,15,長野県,4,255,,
2020,3,15,岐阜県,2,227,,
2020,3,15,静岡県,3,,,
2020,3,15,愛知県,121,1103,,
2020,3,15,三重県,8,198,,
2020,3,15,滋賀県,2,99,,
2020,3,15,京都府,17,628,,
2020,3,15,大阪府,107,,,
2020,3,15,兵庫県,62,581,,
2020,3,15,奈良県,8,131,,
2020,3,15,和歌山県,15,1008,,
2020,3,15,鳥取県,0,93,,
2020,3,15,島根県,0,80,,
2020,3,15,岡山県,0,141,,
2020,3,15,広島県,1,423,,
2020,3,15,山口県,3,128,,
2020,3,15,徳島県,1,70,,
2020,3,15,香川県,0,98,,
2020,3,15,愛媛県,2,161,,
2020,3,15,高知県,12,229,,
2020,3,15,福岡県,3,522,,
2020,3,15,佐賀県,1,52,,
2020,3,15,長崎県,1,150,,
2020,3,15,熊本県,6,,,
2020,3,15,大分県,1,148,,
2020,3,15,宮崎県,1,113,,
2020,3,15,鹿児島県,0,,,
2020,3,15,沖縄県,3,198,,
2020,3,16,北海道,152,1462,,
2020,3,16,青森県,0,72,,
2020,3,16,岩手県,0,24,,
2020,3,16,宮城県,1,129,,
2020,3,16,秋田県,2,103,,
2020,3,16,山形県,0,112,,
2020,3,16,福島県,2,116,,
2020,3,16,茨城県,0,419,,
2020,3,16,栃木県,2,221,,
2020,3,16,群馬県,6,234,,
2020,3,16,埼玉県,28,584,,
2020,3,16,千葉県,31,,,
2020,3,16,東京都,96,1524,,
2020,3,16,神奈川県,54,,,
2020,3,16,新潟県,14,,,
2020,3,16,富山県,0,48,,
2020,3,16,石川県,7,156,,
2020,3,16,福井県,0,79,,
2020,3,16,山梨県,2,294,,
2020,3,16,長野県,4,280,,
2020,3,16,岐阜県,2,249,,
2020,3,16,静岡県,3,,,
2020,3,16,愛知県,123,847,,
2020,3,16,三重県,8,257,,
2020,3,16,滋賀県,3,107,,
2020,3,16,京都府,17,741,,
2020,3,16,大阪府,109,,,
2020,3,16,兵庫県,81,874,,
2020,3,16,奈良県,8,143,,
2020,3,16,和歌山県,15,1040,,
2020,3,16,鳥取県,0,95,,
2020,3,16,島根県,0,82,,
2020,3,16,岡山県,0,160,,
2020,3,16,広島県,1,463,,
2020,3,16,山口県,3,138,,
2020,3,16,徳島県,1,73,,
2020,3,16,香川県,0,102,,
2020,3,16,愛媛県,2,166,,
2020,3,16,高知県,12,246,,
2020,3,16,福岡県,3,578,,
2020,3,16,佐賀県,1,82,,
2020,3,16,長崎県,1,173,,
2020,3,16,熊本県,6,393,,
2020,3,16,大分県,1,153,,
2020,3,16,宮崎県,1,114,,
2020,3,16,鹿児島県,0,,,
2020,3,16,沖縄県,3,210,,
2020,3,17,北海道,152,1515,,
2020,3,17,青森県,0,74,,
2020,3,17,岩手県,0,24,,
2020,3,17,宮城県,1,129,,
2020,3,17,秋田県,2,108,,
2020,3,17,山形県,0,120,,
2020,3,17,福島県,2,117,,
2020,3,17,茨城県,1,436,,
2020,3,17,栃木県,2,227,,
2020,3,17,群馬県,10,244,,
2020,3,17,埼玉県,33,614,,
2020,3,17,千葉県,31,,,
2020,3,17,東京都,108,1524,,
2020,3,17,神奈川県,55,,,
2020,3,17,新潟県,20,,,
2020,3,17,富山県,0,51,,
2020,3,17,石川県,7,162,,
2020,3,17,福井県,0,84,,
2020,3,17,山梨県,2,315,,
2020,3,17,長野県,4,284,,
2020,3,17,岐阜県,2,322,,
2020,3,17,静岡県,3,,,
2020,3,17,愛知県,125,847,,
2020,3,17,三重県,8,277,,
2020,3,17,滋賀県,4,124,,
2020,3,17,京都府,19,743,,
2020,3,17,大阪府,112,,,
2020,3,17,兵庫県,85,951,,
2020,3,17,奈良県,8,153,,
2020,3,17,和歌山県,15,1076,,
2020,3,17,鳥取県,0,104,,
2020,3,17,島根県,0,84,,
2020,3,17,岡山県,0,166,,
2020,3,17,広島県,1,502,,
2020,3,17,山口県,3,149,,
2020,3,17,徳島県,1,115,,
2020,3,17,香川県,1,109,,
2020,3,17,愛媛県,2,167,,
2020,3,17,高知県,12,256,,
2020,3,17,福岡県,4,583,,
2020,3,17,佐賀県,1,85,,
2020,3,17,長崎県,1,179,,
2020,3,17,熊本県,6,,,
2020,3,17,大分県,1,155,,
2020,3,17,宮崎県,3,129,,
2020,3,17,鹿児島県,0,,,
2020,3,17,沖縄県,3,217,,
2020,3,18,北海道,154,1587,,
2020,3,18,青森県,0,75,,
2020,3,18,岩手県,0,24,,
2020,3,18,宮城県,1,138,,
2020,3,18,秋田県,2,109,,
2020,3,18,山形県,0,123,,
2020,3,18,福島県,2,127,,
2020,3,18,茨城県,2,454,,
2020,3,18,栃木県,3,242,,
2020,3,18,群馬県,10,161,,
2020,3,18,埼玉県,34,646,,
2020,3,18,千葉県,33,,,
2020,3,18,東京都,117,1743,,
2020,3,18,神奈川県,59,,,
2020,3,18,新潟県,21,,,
2020,3,18,富山県,0,54,,
2020,3,18,石川県,7,165,,
2020,3,18,福井県,1,92,,
2020,3,18,山梨県,2,325,,
2020,3,18,長野県,4,295,,
2020,3,18,岐阜県,3,270,,
2020,3,18,静岡県,3,,,
2020,3,18,愛知県,130,847,,
2020,3,18,三重県,8,277,,
2020,3,18,滋賀県,4,140,,
2020,3,18,京都府,20,770,,
2020,3,18,大阪府,117,,,
2020,3,18,兵庫県,90,1020,,
2020,3,18,奈良県,8,163,,
2020,3,18,和歌山県,15,1090,,
2020,3,18,鳥取県,0,110,,
2020,3,18,島根県,0,86,,
2020,3,18,岡山県,0,175,,
2020,3,18,広島県,1,521,,
2020,3,18,山口県,3,157,,
2020,3,18,徳島県,1,79,,
2020,3,18,香川県,1,122,,
2020,3,18,愛媛県,3,181,,
2020,3,18,高知県,12,267,,
2020,3,18,福岡県,4,610,,
2020,3,18,佐賀県,1,91,,
2020,3,18,長崎県,1,200,,
2020,3,18,熊本県,6,,,
2020,3,18,大分県,1,163,,
2020,3,18,宮崎県,3,143,,
2020,3,18,鹿児島県,0,,,
2020,3,18,沖縄県,3,230,,
2020,3,19,北海道,157,1652,,
2020,3,19,青森県,0,79,,
2020,3,19,岩手県,0,29,,
2020,3,19,宮城県,1,144,,
2020,3,19,秋田県,2,114,,
2020,3,19,山形県,0,133,,
2020,3,19,福島県,2,132,,
2020,3,19,茨城県,3,464,,
2020,3,19,栃木県,3,263,,
2020,3,19,群馬県,10,173,,
2020,3,19,埼玉県,38,684,,
2020,3,19,千葉県,36,,,
2020,3,19,東京都,124,1848,,
2020,3,19,神奈川県,64,,,
2020,3,19,新潟県,21,647,,
2020,3,19,富山県,0,54,,
2020,3,19,石川県,7,171,,
2020,3,19,福井県,1,92,,
2020,3,19,山梨県,2,335,,
2020,3,19,長野県,4,306,,
2020,3,19,岐阜県,3,272,,
2020,3,19,静岡県,3,,,
2020,3,19,愛知県,134,847,,
2020,3,19,三重県,9,318,,
2020,3,19,滋賀県,4,144,,
2020,3,19,京都府,20,800,,
2020,3,19,大阪府,119,,,
2020,3,19,兵庫県,91,1108,,
2020,3,19,奈良県,8,176,,
2020,3,19,和歌山県,16,1102,,
2020,3,19,鳥取県,0,115,,
2020,3,19,島根県,0,91,,
2020,3,19,岡山県,0,181,,
2020,3,19,広島県,1,552,,
2020,3,19,山口県,3,164,,
2020,3,19,徳島県,1,83,,
2020,3,19,香川県,1,128,,
2020,3,19,愛媛県,3,181,,
2020,3,19,高知県,12,270,,
2020,3,19,福岡県,5,626,,
2020,3,19,佐賀県,1,100,,
2020,3,19,長崎県,1,213,,
2020,3,19,熊本県,7,467,,
2020,3,19,大分県,3,167,,
2020,3,19,宮崎県,3,170,,
2020,3,19,鹿児島県,0,171,,
2020,3,19,沖縄県,3,238,,
2020,3,20,北海道,158,1652,,
2020,3,20,青森県,0,85,,
2020,3,20,岩手県,0,29,,
2020,3,20,宮城県,1,148,,
2020,3,20,秋田県,2,114,,
2020,3,20,山形県,0,133,,
2020,3,20,福島県,2,132,,
2020,3,20,茨城県,3,464,,
2020,3,20,栃木県,3,263,,
2020,3,20,群馬県,11,173,,
2020,3,20,埼玉県,41,684,,
2020,3,20,千葉県,41,,,
2020,3,20,東京都,135,1848,,
2020,3,20,神奈川県,65,,,
2020,3,20,新潟県,21,647,,
2020,3,20,富山県,0,54,,
2020,3,20,石川県,8,175,,
2020,3,20,福井県,1,97,,
2020,3,20,山梨県,2,337,,
2020,3,20,長野県,4,306,,
2020,3,20,岐阜県,3,279,,
2020,3,20,静岡県,3,,,
2020,3,20,愛知県,139,847,,
2020,3,20,三重県,9,318,,
2020,3,20,滋賀県,4,144,,
2020,3,20,京都府,21,806,,
2020,3,20,大阪府,123,,,
2020,3,20,兵庫県,100,1120,,
2020,3,20,奈良県,8,177,,
2020,3,20,和歌山県,17,1110,,
2020,3,20,鳥取県,0,115,,
2020,3,20,島根県,0,91,,
2020,3,20,岡山県,0,181,,
2020,3,20,広島県,2,569,,
2020,3,20,山口県,3,164,,
2020,3,20,徳島県,1,83,,
2020,3,20,香川県,1,133,,
2020,3,20,愛媛県,3,181,,
2020,3,20,高知県,12,270,,
2020,3,20,福岡県,5,626,,
2020,3,20,佐賀県,1,102,,
2020,3,20,長崎県,1,213,,
2020,3,20,熊本県,7,476,,
2020,3,20,大分県,8,175,,
2020,3,20,宮崎県,3,179,,
2020,3,20,鹿児島県,0,171,,
2020,3,20,沖縄県,3,238,,
2020,3,21,北海道,159,1652,,
2020,3,21,青森県,0,88,,
2020,3,21,岩手県,0,29,,
2020,3,21,宮城県,1,150,,
2020,3,21,秋田県,2,114,,
2020,3,21,山形県,0,133,,
2020,3,21,福島県,2,132,,
2020,3,21,茨城県,3,464,,
2020,3,21,栃木県,4,263,,
2020,3,21,群馬県,11,174,,
2020,3,21,埼玉県,44,684,,
2020,3,21,千葉県,42,,,
2020,3,21,東京都,142,1848,,
2020,3,21,神奈川県,68,,,
2020,3,21,新潟県,26,647,,
2020,3,21,富山県,0,54,,
2020,3,21,石川県,8,176,,
2020,3,21,福井県,1,97,,
2020,3,21,山梨県,2,338,,
2020,3,21,長野県,4,306,,
2020,3,21,岐阜県,3,279,,
2020,3,21,静岡県,3,,,
2020,3,21,愛知県,141,847,,
2020,3,21,三重県,9,318,,
2020,3,21,滋賀県,4,144,,
2020,3,21,京都府,22,813,,
2020,3,21,大阪府,125,,,
2020,3,21,兵庫県,106,1126,,
2020,3,21,奈良県,8,184,,
2020,3,21,和歌山県,17,1112,,
2020,3,21,鳥取県,0,115,,
2020,3,21,島根県,0,92,,
2020,3,21,岡山県,0,181,,
2020,3,21,広島県,2,579,,
2020,3,21,山口県,3,166,,
2020,3,21,徳島県,1,83,,
2020,3,21,香川県,1,142,,
2020,3,21,愛媛県,3,181,,
2020,3,21,高知県,12,272,,
2020,3,21,福岡県,5,637,,
2020,3,21,佐賀県,1,102,,
2020,3,21,長崎県,1,213,,
2020,3,21,熊本県,7,487,,
2020,3,21,大分県,13,175,,
2020,3,21,宮崎県,3,186,,
2020,3,21,鹿児島県,0,171,,
2020,3,21,沖縄県,3,238,,
2020,3,22,北海道,162,1652,,
2020,3,22,青森県,0,90,,
2020,3,22,岩手県,0,29,,
2020,3,22,宮城県,1,150,,
2020,3,22,秋田県,2,114,,
2020,3,22,山形県,0,133,,
2020,3,22,福島県,2,132,,
2020,3,22,茨城県,3,464,,
2020,3,22,栃木県,4,263,,
2020,3,22,群馬県,11,174,,
2020,3,22,埼玉県,50,684,,
2020,3,22,千葉県,44,,,
2020,3,22,東京都,144,1848,,
2020,3,22,神奈川県,74,,,
2020,3,22,新潟県,26,648,,
2020,3,22,富山県,0,55,,
2020,3,22,石川県,8,179,,
2020,3,22,福井県,1,98,,
2020,3,22,山梨県,2,338,,
2020,3,22,長野県,4,306,,
2020,3,22,岐阜県,5,281,,
2020,3,22,静岡県,3,,,
2020,3,22,愛知県,143,847,,
2020,3,22,三重県,9,318,,
2020,3,22,滋賀県,4,144,,
2020,3,22,京都府,23,815,,
2020,3,22,大阪府,131,,,
2020,3,22,兵庫県,110,1127,,
2020,3,22,奈良県,9,187,,
2020,3,22,和歌山県,17,1118,,
2020,3,22,鳥取県,0,115,,
2020,3,22,島根県,0,95,,
2020,3,22,岡山県,1,181,,
2020,3,22,広島県,3,609,,
2020,3,22,山口県,4,170,,
2020,3,22,徳島県,1,83,,
2020,3,22,香川県,1,147,,
2020,3,22,愛媛県,3,181,,
2020,3,22,高知県,12,279,,
2020,3,22,福岡県,5,642,,
2020,3,22,佐賀県,1,103,,
2020,3,22,長崎県,1,213,,
2020,3,22,熊本県,7,490,,
2020,3,22,大分県,17,175,,
2020,3,22,宮崎県,3,189,,
2020,3,22,鹿児島県,0,171,,
2020,3,22,沖縄県,3,238,,
2020,3,23,北海道,162,1775,,
2020,3,23,青森県,2,83,,
2020,3,23,岩手県,0,37,,
2020,3,23,宮城県,1,161,,
2020,3,23,秋田県,2,121,,
2020,3,23,山形県,0,145,,
2020,3,23,福島県,2,157,,
2020,3,23,茨城県,5,654,,
2020,3,23,栃木県,4,297,,
2020,3,23,群馬県,11,202,,
2020,3,23,埼玉県,51,875,,
2020,3,23,千葉県,47,31,,
2020,3,23,東京都,158,1848,,
2020,3,23,神奈川県,75,,,
2020,3,23,新潟県,26,786,,
2020,3,23,富山県,0,62,,
2020,3,23,石川県,8,181,,
2020,3,23,福井県,1,102,,
2020,3,23,山梨県,2,358,,
2020,3,23,長野県,4,336,,
2020,3,23,岐阜県,8,304,,
2020,3,23,静岡県,3,581,,
2020,3,23,愛知県,145,1782,,
2020,3,23,三重県,9,344,,
2020,3,23,滋賀県,5,168,,
2020,3,23,京都府,24,857,,
2020,3,23,大阪府,134,,,
2020,3,23,兵庫県,112,1518,,
2020,3,23,奈良県,9,205,,
2020,3,23,和歌山県,17,1305,,
2020,3,23,鳥取県,0,126,,
2020,3,23,島根県,0,101,,
2020,3,23,岡山県,1,206,,
2020,3,23,広島県,3,631,,
2020,3,23,山口県,4,180,,
2020,3,23,徳島県,1,93,,
2020,3,23,香川県,1,157,,
2020,3,23,愛媛県,3,208,,
2020,3,23,高知県,12,281,,
2020,3,23,福岡県,6,689,,
2020,3,23,佐賀県,1,111,,
2020,3,23,長崎県,1,246,,
2020,3,23,熊本県,7,521,,
2020,3,23,大分県,17,356,,
2020,3,23,宮崎県,3,197,,
2020,3,23,鹿児島県,0,193,,
2020,3,23,沖縄県,3,263,,
2020,3,24,北海道,163,1794,,
2020,3,24,青森県,2,85,,
2020,3,24,岩手県,0,36,,
2020,3,24,宮城県,1,162,,
2020,3,24,秋田県,2,200,,
2020,3,24,山形県,0,147,,
2020,3,24,福島県,2,164,,
2020,3,24,茨城県,5,576,,
2020,3,24,栃木県,6,299,,
2020,3,24,群馬県,13,209,,
2020,3,24,埼玉県,58,898,,
2020,3,24,千葉県,48,39,,
2020,3,24,東京都,172,2013,,
2020,3,24,神奈川県,80,69,,
2020,3,24,新潟県,28,812,,
2020,3,24,富山県,0,67,,
2020,3,24,石川県,8,192,,
2020,3,24,福井県,1,114,,
2020,3,24,山梨県,4,370,,
2020,3,24,長野県,5,339,,
2020,3,24,岐阜県,12,317,,
2020,3,24,静岡県,3,584,,
2020,3,24,愛知県,148,1895,,
2020,3,24,三重県,9,368,,
2020,3,24,滋賀県,5,173,,
2020,3,24,京都府,26,930,,
2020,3,24,大阪府,142,169,,
2020,3,24,兵庫県,115,1607,,
2020,3,24,奈良県,9,214,,
2020,3,24,和歌山県,17,1316,,
2020,3,24,鳥取県,0,129,,
2020,3,24,島根県,0,105,,
2020,3,24,岡山県,1,219,,
2020,3,24,広島県,3,656,,
2020,3,24,山口県,4,192,,
2020,3,24,徳島県,1,96,,
2020,3,24,香川県,1,160,,
2020,3,24,愛媛県,3,215,,
2020,3,24,高知県,12,307,,
2020,3,24,福岡県,9,703,,
2020,3,24,佐賀県,1,115,,
2020,3,24,長崎県,1,253,,
2020,3,24,熊本県,7,543,,
2020,3,24,大分県,18,743,,
2020,3,24,宮崎県,3,205,,
2020,3,24,鹿児島県,0,196,,
2020,3,24,沖縄県,4,271,,
2020,3,25,北海道,167,1821,,
2020,3,25,青森県,6,102,,
2020,3,25,岩手県,0,41,,
2020,3,25,宮城県,1,175,,
2020,3,25,秋田県,2,204,,
2020,3,25,山形県,0,156,,
2020,3,25,福島県,2,167,,
2020,3,25,茨城県,9,656,,
2020,3,25,栃木県,7,320,,
2020,3,25,群馬県,13,231,,
2020,3,25,埼玉県,59,901,,
2020,3,25,千葉県,53,100,,
2020,3,25,東京都,218,2087,,
2020,3,25,神奈川県,84,74,,
2020,3,25,新潟県,29,845,,
2020,3,25,富山県,0,69,,
2020,3,25,石川県,8,193,,
2020,3,25,福井県,2,116,,
2020,3,25,山梨県,4,383,,
2020,3,25,長野県,5,339,,
2020,3,25,岐阜県,13,325,,
2020,3,25,静岡県,3,611,,
2020,3,25,愛知県,154,1987,,
2020,3,25,三重県,9,380,,
2020,3,25,滋賀県,5,176,,
2020,3,25,京都府,30,967,,
2020,3,25,大阪府,150,250,,
2020,3,25,兵庫県,116,1855,,
2020,3,25,奈良県,9,225,,
2020,3,25,和歌山県,17,1374,,
2020,3,25,鳥取県,0,134,,
2020,3,25,島根県,0,106,,
2020,3,25,岡山県,1,233,,
2020,3,25,広島県,3,687,,
2020,3,25,山口県,5,196,,
2020,3,25,徳島県,1,99,,
2020,3,25,香川県,1,168,,
2020,3,25,愛媛県,3,219,,
2020,3,25,高知県,12,313,,
2020,3,25,福岡県,9,747,,
2020,3,25,佐賀県,1,121,,
2020,3,25,長崎県,2,266,,
2020,3,25,熊本県,7,567,,
2020,3,25,大分県,25,1171,,
2020,3,25,宮崎県,3,222,,
2020,3,25,鹿児島県,0,208,,
2020,3,25,沖縄県,4,271,,
2020,3,26,北海道,168,1929,,
2020,3,26,青森県,6,116,,
2020,3,26,岩手県,0,44,,
2020,3,26,宮城県,2,180,,
2020,3,26,秋田県,2,207,,
2020,3,26,山形県,0,165,,
2020,3,26,福島県,2,177,,
2020,3,26,茨城県,10,716,,
2020,3,26,栃木県,10,343,,
2020,3,26,群馬県,14,241,,
2020,3,26,埼玉県,66,1033,,
2020,3,26,千葉県,56,108,,
2020,3,26,東京都,265,2182,,
2020,3,26,神奈川県,89,218,,
2020,3,26,新潟県,29,920,,
2020,3,26,富山県,0,69,,
2020,3,26,石川県,8,195,,
2020,3,26,福井県,6,119,,
2020,3,26,山梨県,4,401,,
2020,3,26,長野県,5,371,,
2020,3,26,岐阜県,16,374,,
2020,3,26,静岡県,3,645,,
